ID;Catégorie;Organe;Code Défaut;Message / Alarme affichée;Niveau;Cause;Action Utilisateur;Action Maintenance;Points de Test Matériels;Condition Déclenchement (Code ST);Fichier Source;Ligne
TRC_W_5;TRACE_BLOCAGE_TERRAIN;TREUILS M1/M2;Prio 5;Blocage treuil : SAFETY_PERMIT_MISSING (Aucun sens ne delivre de permit safety (limite / mou de cable / homing));PRIORITÉ 5;E_WinchTraceBlockReason.SAFETY_PERMIT_MISSING;;;;E_WinchTraceBlockReason.SAFETY_PERMIT_MISSING;E_WinchTraceBlockReason.st;21
TRC_W_6;TRACE_BLOCAGE_TERRAIN;TREUILS M1/M2;Prio 6;Blocage treuil : PROCESS_PERMIT_MISSING (Permit process absent (benne / fond Kobold / limite legale / extraction));PRIORITÉ 6;E_WinchTraceBlockReason.PROCESS_PERMIT_MISSING;;;;E_WinchTraceBlockReason.PROCESS_PERMIT_MISSING;E_WinchTraceBlockReason.st;22
TRC_W_7;TRACE_BLOCAGE_TERRAIN;TREUILS M1/M2;Prio 7;Blocage treuil : COUPLING_BLOCKED (Couplage synchro anti-telescopage (l'autre axe bloque));PRIORITÉ 7;E_WinchTraceBlockReason.COUPLING_BLOCKED;;;;E_WinchTraceBlockReason.COUPLING_BLOCKED;E_WinchTraceBlockReason.st;23
TRC_W_8;TRACE_BLOCAGE_TERRAIN;TREUILS M1/M2;Prio 8;Blocage treuil : WINCH_FAULT (Defaut treuil latched (FB_Winch.Fault.Error));PRIORITÉ 8;E_WinchTraceBlockReason.WINCH_FAULT;;;;E_WinchTraceBlockReason.WINCH_FAULT;E_WinchTraceBlockReason.st;24
TRC_T_0;TRACE_BLOCAGE_TERRAIN;TRANSLATION M3;Prio 0;Blocage translation : NONE (✅ Aucun blocage — permis de mouvement effectif);PRIORITÉ 0;E_TranslationTraceBlockReason.NONE;;;;E_TranslationTraceBlockReason.NONE;E_TranslationTraceBlockReason.st;16
TRC_T_1;TRACE_BLOCAGE_TERRAIN;TRANSLATION M3;Prio 1;Blocage translation : POWER_CUTOFF (🧨 Coupure puissance amont (instSafetyTranslationM3.PowerCutOff) — priorité max);PRIORITÉ 1;E_TranslationTraceBlockReason.POWER_CUTOFF;;;;E_TranslationTraceBlockReason.POWER_CUTOFF;E_TranslationTraceBlockReason.st;17
TRC_T_2;TRACE_BLOCAGE_TERRAIN;TRANSLATION M3;Prio 2;Blocage translation : SAFESTOP (🟧 SafeStop effectif (InputModule OR safety M3));PRIORITÉ 2;E_TranslationTraceBlockReason.SAFESTOP;;;;E_TranslationTraceBlockReason.SAFESTOP;E_TranslationTraceBlockReason.st;18
TRC_T_3;TRACE_BLOCAGE_TERRAIN;TRANSLATION M3;Prio 3;Blocage translation : SAFETY_FAULT (🛡️ Défaut safety M3 latched (FB_Safety_Translation.Fault.Error));PRIORITÉ 3;E_TranslationTraceBlockReason.SAFETY_FAULT;;;;E_TranslationTraceBlockReason.SAFETY_FAULT;E_TranslationTraceBlockReason.st;19
TRC_T_4;TRACE_BLOCAGE_TERRAIN;TRANSLATION M3;Prio 4;Blocage translation : HEIGHT_INTERLOCK (🚧 Interlock hauteur M1/M2 actif (risque collision));PRIORITÉ 4;E_TranslationTraceBlockReason.HEIGHT_INTERLOCK;;;;E_TranslationTraceBlockReason.HEIGHT_INTERLOCK;E_TranslationTraceBlockReason.st;20
TRC_T_5;TRACE_BLOCAGE_TERRAIN;TRANSLATION M3;Prio 5;Blocage translation : DRIVE_UNAVAILABLE (📡 Variateur AC600 injoignable / non opérationnel);PRIORITÉ 5;E_TranslationTraceBlockReason.DRIVE_UNAVAILABLE;;;;E_TranslationTraceBlockReason.DRIVE_UNAVAILABLE;E_TranslationTraceBlockReason.st;21
TRC_T_6;TRACE_BLOCAGE_TERRAIN;TRANSLATION M3;Prio 6;Blocage translation : FINAL_INTERLOCK (🛑 Barrière finale en défaut (frein / redémarrage));PRIORITÉ 6;E_TranslationTraceBlockReason.FINAL_INTERLOCK;;;;E_TranslationTraceBlockReason.FINAL_INTERLOCK;E_TranslationTraceBlockReason.st;22
FC_BEN_0;SOCLE_DEFAUTS_FB;BENNE;Bit 0 (16#0001);Configuration geometrie benne invalide;DÉFAUT LATCHÉ (Reset);instCauses[0].Active;;;;instCauses[0].Active;FB_Bucket.st;168
FC_BEN_1;SOCLE_DEFAUTS_FB;BENNE;Bit 1 (16#0002);Depassement ecart maximum autorise benne;DÉFAUT LATCHÉ (Reset);instCauses[1].Active;;;;instCauses[1].Active;FB_Bucket.st;190
FC_BEN_2;SOCLE_DEFAUTS_FB;BENNE;Bit 2 (16#0004);Timeout commande deplacement benne;DÉFAUT LATCHÉ (Reset);instCauses[2].Active;;;;instCauses[2].Active;FB_Bucket.st;199
FC_BEN_3;SOCLE_DEFAUTS_FB;BENNE;Bit 3 (16#0008);Glissement treuil M1 pendant manoeuvre benne;DÉFAUT LATCHÉ (Reset);instCauses[3].Active;;;;instCauses[3].Active;FB_Bucket.st;208
FC_BEN_4;SOCLE_DEFAUTS_FB;BENNE;Bit 4 (16#0010);Codeurs treuils non references pour sequence benne;DÉFAUT LATCHÉ (Reset);instCauses[4].Active;;;;instCauses[4].Active;FB_Bucket.st;216
FC_SYN_0;SOCLE_DEFAUTS_FB;SYNCHRO M1/M2;Bit 0 (16#0001);Alerte ecart synchronisation M1/M2;AVERTISSEMENT LIVE;instCauses[0].Active;;;;instCauses[0].Active;FB_WinchSync.st;173
FC_SYN_1;SOCLE_DEFAUTS_FB;SYNCHRO M1/M2;Bit 1 (16#0002);Discordance contacteurs treuils M1/M2;DÉFAUT LATCHÉ (Reset);instCauses[1].Active;;;;instCauses[1].Active;FB_WinchSync.st;177
FC_SYN_2;SOCLE_DEFAUTS_FB;SYNCHRO M1/M2;Bit 2 (16#0004);Ecart critique synchronisation treuils M1/M2;DÉFAUT LATCHÉ (Reset);instCauses[2].Active;;;;instCauses[2].Active;FB_WinchSync.st;181
FC_TRA_0;SOCLE_DEFAUTS_FB;TRANSLATION M3;Bit 0 (16#0001);Defaut sequence ou retour frein translation;AVERTISSEMENT LIVE;instCauses[0].Active;;;;instCauses[0].Active;FB_Translation.st;108
FC_TRA_3;SOCLE_DEFAUTS_FB;TRANSLATION M3;Bit 3 (16#0008);Defaut variateur translation AC600;DÉFAUT LATCHÉ (Reset);instCauses[3].Active;;;;instCauses[3].Active;FB_Translation.st;112
FC_TRA_6;SOCLE_DEFAUTS_FB;TRANSLATION M3;Bit 6 (16#0040);Limite extreme translation atteinte;AVERTISSEMENT LIVE;instCauses[6].Active;;;;instCauses[6].Active;FB_Translation.st;129
FC_CYC_0;SOCLE_DEFAUTS_FB;CYCLE SEMI-AUTO;Bit 0 (16#0001);Limite legale de profondeur atteinte pendant descente;DÉFAUT LATCHÉ (Reset);instCauses[0].Active;;;;instCauses[0].Active;FB_CycleSemiAuto.st;415
FC_CYC_1;SOCLE_DEFAUTS_FB;CYCLE SEMI-AUTO;Bit 1 (16#0002);Desynchronisme treuils M1/M2 bloquant;DÉFAUT LATCHÉ (Reset);instCauses[1].Active;;;;instCauses[1].Active;FB_CycleSemiAuto.st;429
FC_CYC_2;SOCLE_DEFAUTS_FB;CYCLE SEMI-AUTO;Bit 2 (16#0004);Ecart de vitesse M1/M2 confirme en montee;DÉFAUT LATCHÉ (Reset);instCauses[2].Active;;;;instCauses[2].Active;FB_CycleSemiAuto.st;433
FC_CYC_3;SOCLE_DEFAUTS_FB;CYCLE SEMI-AUTO;Bit 3 (16#0008);Perte communication IHM pendant cycle;DÉFAUT LATCHÉ (Reset);instCauses[3].Active;;;;instCauses[3].Active;FB_CycleSemiAuto.st;437
FC_CYC_4;SOCLE_DEFAUTS_FB;CYCLE SEMI-AUTO;Bit 4 (16#0010);Depassement tempo maximale d etape (blocage mouvement);DÉFAUT LATCHÉ (Reset);instCauses[4].Active;;;;instCauses[4].Active;FB_CycleSemiAuto.st;441
FC_CYC_5;SOCLE_DEFAUTS_FB;CYCLE SEMI-AUTO;Bit 5 (16#0020);Defaut de stabilisation / tolerance ecart codeurs en remontee controle;DÉFAUT LATCHÉ (Reset);instCauses[5].Active;;;;instCauses[5].Active;FB_CycleSemiAuto.st;448
FC_CYC_6;SOCLE_DEFAUTS_FB;CYCLE SEMI-AUTO;Bit 6 (16#0040);Reserve - synchronisme arbitre exclusivement par PRG_04;DÉFAUT LATCHÉ (Reset);instCauses[6].Active;;;;instCauses[6].Active;FB_CycleSemiAuto.st;455
FC_CYC_7;SOCLE_DEFAUTS_FB;CYCLE SEMI-AUTO;Bit 7 (16#0080);Treuils M1/M2 hors FDC haut pendant la translation vers P1;DÉFAUT LATCHÉ (Reset);instCauses[7].Active;;;;instCauses[7].Active;FB_CycleSemiAuto.st;464
FC_CYC_8;SOCLE_DEFAUTS_FB;CYCLE SEMI-AUTO;Bit 8 (16#0100);Palier vitesse > 4 (palier 5) pendant la plongee - interdit;DÉFAUT LATCHÉ (Reset);instCauses[8].Active;;;;instCauses[8].Active;FB_CycleSemiAuto.st;475
FC_CYC_9;SOCLE_DEFAUTS_FB;CYCLE SEMI-AUTO;Bit 9 (16#0200);Palier 4 non confirme sur M1 et/ou M2 pendant la recherche Kobold;DÉFAUT LATCHÉ (Reset);instCauses[9].Active;;;;instCauses[9].Active;FB_CycleSemiAuto.st;484
FC_CYC_10;SOCLE_DEFAUTS_FB;CYCLE SEMI-AUTO;Bit 10 (16#0400);Reserve - attente arret mecanique AX3 sans defaut temporel;DÉFAUT LATCHÉ (Reset);instCauses[10].Active;;;;instCauses[10].Active;FB_CycleSemiAuto.st;488
FC_CYC_11;SOCLE_DEFAUTS_FB;CYCLE SEMI-AUTO;Bit 11 (16#0800);Consigne profondeur invalide ou sous la limite legale;DÉFAUT LATCHÉ (Reset);instCauses[11].Active;;;;instCauses[11].Active;FB_CycleSemiAuto.st;494
